,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,Gender,Age,cluster
1111,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,Female,61,1
1112,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,3,Once a month,Female,31,1
1113,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Once a week,Male,27,1
1114,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,Male,36,1
1115,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Female,45,0
1116,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Every three months,Female,53,0
1117,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a year,Female,42,1
1118,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a year,Female,50,1
1119,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,2,Once a month,Female,51,1
1120,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,Male,36,0
1121,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,More than once a week,Female,55,0
1122,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Every three months,Male,67,1
1123,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,Once a month,Male,56,1
1124,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Once a year,Female,70,1
1125,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-5,Once a year,Female,58,0
1126,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Male,44,0
1127,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,-5,Once a year,Female,52,0
1128,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Once a year,Female,61,0
1129,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,33,1
1130,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Female,30,1
1131,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Every three months,Male,37,0
1132,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Every three months,Male,26,1
1133,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,Once a year,Female,65,1
1134,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,Female,38,1
1135,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a week,Female,29,1
1136,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-5,Never,Female,62,0
1137,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,Male,21,1
1138,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Once a year,Female,35,0
1139,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,Every three months,Male,27,1
1140,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Male,19,0
1141,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,5,Every three months,Male,29,1
1142,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Once a week,Male,29,1
1143,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Male,29,1
1144,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,Female,31,1
1145,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a month,Female,55,1
1146,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,Male,36,1
1147,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Once a year,Female,48,1
1148,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,Female,23,1
1149,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a month,Male,35,1
1150,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Never,Male,29,1
1151,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Every three months,Female,52,1
1152,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Male,32,1
1153,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,Female,39,1
1154,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,55,1
1155,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a week,Male,41,1
1156,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,55,0
1157,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,Female,29,1
1158,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,Male,35,1
1159,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,Male,44,1
1160,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,Every three months,Female,60,1
1161,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,Female,40,1
1162,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,-5,Once a year,Female,45,0
1163,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Once a year,Female,37,0
1164,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,Male,30,1
1165,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1,Once a month,Male,53,1
1166,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a month,Male,33,0
1167,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,Every three months,Male,37,0
1168,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Male,33,1
1169,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,5,Once a week,Female,37,1
1170,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1,Every three months,Male,57,1
1171,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,53,0
1172,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,More than once a week,Female,46,1
1173,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,Every three months,Male,62,1
1174,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,Female,53,1
1175,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,Once a year,Male,53,0
1176,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,Female,35,1
1177,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,Once a year,Male,52,0
1178,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,23,1
1179,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Never,Female,57,0
1180,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,Female,29,1
1181,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,Once a year,Female,35,1
1182,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Every three months,Male,44,0
1183,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-5,Every three months,Female,57,0
1184,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,Male,49,1
1185,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,Male,63,1
1186,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Male,50,1
1187,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Male,69,1
1188,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,5,Once a week,Male,55,1
1189,No,Yes,No,No,No,Yes,Yes,No,No,No,No,2,Once a week,Female,44,1
1190,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,1,Once a year,Female,65,1
1191,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,3,Every three months,Female,30,1
1192,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,Once a year,Female,70,0
1193,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,Every three months,Female,67,0
1194,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,Male,60,1
1195,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Every three months,Female,31,1
1196,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a week,Female,50,1
1197,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,Female,66,0
1198,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,Male,24,1
1199,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,3,Once a month,Female,50,1
1200,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,Female,42,1
1201,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,23,1
1202,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,Female,24,1
1203,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,57,1
1204,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-5,Never,Male,64,0
1205,No,No,No,No,No,Yes,Yes,Yes,No,No,No,1,Once a month,Female,63,1
1206,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,Once a year,Female,62,0
1207,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a week,Female,19,1
1208,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Every three months,Female,22,1
1209,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1,Every three months,Female,20,1
1210,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,Female,32,1
1211,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Every three months,Female,22,1
1212,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,Once a year,Female,28,0
1213,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4,Once a month,Female,47,1
1214,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Once a month,Male,63,1
1215,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,Every three months,Male,44,0
1216,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Once a year,Female,27,1
1217,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Once a month,Male,22,0
1218,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Never,Female,66,0
1219,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,Male,68,1
1220,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,-5,Never,Male,59,0
1221,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,Once a month,Female,20,1
1222,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a week,Female,39,1
1223,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Every three months,Female,24,0
1224,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,Male,49,1
1225,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,Every three months,Male,42,0
1226,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Every three months,Female,20,1
1227,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,Female,27,0
1228,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Never,Female,22,0
1229,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,Male,26,0
1230,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a week,Male,58,1
1231,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,Male,35,0
1232,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a week,Male,28,1
1233,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Never,Female,60,0
1234,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-5,Every three months,Female,61,0
1235,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,Male,59,1
1236,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Every three months,Female,64,1
1237,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,Never,Female,19,1
1238,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,Every three months,Female,69,0
1239,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,Once a month,Male,44,1
1240,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a week,Female,29,1
1241,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Every three months,Male,27,1
1242,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,Every three months,Male,26,1
1243,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,Female,59,0
1244,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,Once a year,Male,40,0
1245,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5,Once a year,Male,32,1
1246,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,Every three months,Female,49,0
1247,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Every three months,Male,58,1
1248,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,44,1
1249,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,Every three months,Male,54,0
1250,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a week,Female,31,1
1251,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Every three months,Female,45,1
1252,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Male,50,1
1253,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Once a month,Male,23,1
1254,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,Once a year,Female,45,0
1255,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,3,Once a week,Male,30,1
1256,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,Every three months,Male,31,1
1257,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,Every three months,Female,40,1
1258,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,Male,63,1
1259,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,Female,62,1
1260,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,More than once a week,Male,22,1
1261,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,Female,45,1
1262,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,Female,54,1
1263,No,No,No,No,No,No,No,No,No,No,No,-5,Never,Female,70,0
1264,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Once a month,Male,40,1
1265,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Every three months,Male,43,0
1266,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,Once a week,Male,43,1
1267,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,Once a year,Female,47,0
1268,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Once a year,Female,29,0
1269,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Female,66,1
1270,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,Every three months,Male,22,0
1271,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,Female,64,1
1272,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a month,Male,38,1
1273,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,Every three months,Male,54,0
1274,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,Male,42,0
1275,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Every three months,Female,68,0
1276,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,65,0
1277,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,Female,18,1
1278,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,Female,53,1
1279,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,Female,42,1
1280,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,5,Once a month,Female,30,1
1281,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a year,Male,53,1
1282,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Male,27,1
1283,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,Male,23,1
1284,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Once a year,Male,40,0
1285,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,Male,60,1
1286,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,Once a week,Male,59,1
1287,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Once a month,Male,49,0
1288,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a month,Male,44,1
1289,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,Male,62,0
1290,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,Once a month,Female,37,1
1291,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,26,1
1292,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,Once a year,Female,58,0
1293,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,5,Once a week,Female,30,1
1294,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Every three months,Female,51,1
1295,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Once a month,Male,60,1
1296,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,3,Once a month,Female,35,1
1297,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a week,Female,60,1
1298,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-5,Once a year,Female,65,0
1299,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,Female,58,1
1300,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,49,0
1301,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,Female,58,1
1302,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,Every three months,Female,26,1
1303,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Every three months,Male,59,1
1304,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,Once a month,Female,28,0
1305,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Every three months,Female,24,1
1306,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,More than once a week,Male,36,1
1307,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-5,Once a year,Male,66,0
1308,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,Every three months,Male,58,1
1309,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a month,Female,31,0
1310,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,More than once a week,Male,27,1
1311,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Once a week,Male,20,1
1312,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,5,Once a week,Male,37,1
1313,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,Female,34,1
1314,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,47,0
1315,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Every three months,Female,25,1
1316,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-5,Once a year,Male,67,0
1317,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,Once a month,Female,57,1
1318,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,Female,48,1
1319,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,Female,64,1
1320,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Every three months,Female,38,0
1321,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Once a year,Male,44,0
1322,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,47,1
1323,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,Every three months,Female,53,0
1324,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,Male,37,1
1325,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Every three months,Male,25,1
1326,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,More than once a week,Male,21,1
1327,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,Female,60,0
1328,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,Once a year,Female,48,0
1329,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,Once a year,Female,38,0
1330,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,Male,24,1
1331,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,Once a month,Male,26,1
1332,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,Female,40,1
1333,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,Male,62,1
1334,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Male,26,1
1335,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,Female,65,1
1336,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,2,Once a month,Male,50,1
1337,No,No,No,No,No,Yes,Yes,No,No,No,No,0,Never,Female,26,1
1338,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Every three months,Female,44,0
1339,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,Once a week,Male,48,1
1340,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a month,Female,29,1
1341,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,Once a year,Female,60,0
1342,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,Male,18,1
1343,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Once a year,Female,37,0
1344,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,Once a year,Female,55,0
1345,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,Female,39,1
1346,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Once a month,Male,55,1
1347,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,Male,18,1
1348,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,Female,21,1
1349,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2,Once a month,Male,31,1
1350,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,Female,28,1
1351,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,Male,39,1
1352,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Male,51,1
1353,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,18,1
1354,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Never,Female,44,0
1355,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,Male,66,0
1356,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Once a year,Female,34,0
1357,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Female,53,1
1358,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,Once a year,Male,42,0
1359,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,Female,38,1
1360,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,29,1
1361,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Every three months,Male,57,1
1362,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,Male,26,1
1363,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a week,Female,30,1
1364,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1,Every three months,Male,46,1
1365,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,Male,61,1
1366,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,Male,39,1
1367,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,Male,62,1
1368,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4,Once a month,Female,43,1
1369,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,36,1
1370,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,Female,60,1
1371,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,Once a year,Female,54,0
1372,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,Male,48,1
1373,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,Male,20,1
1374,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,Female,27,1
1375,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,Once a month,Female,68,0
1376,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a month,Male,70,0
1377,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,Female,28,1
1378,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,59,0
1379,No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,Once a year,Male,45,0
1380,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,2,Every three months,Male,67,1
1381,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,Once a week,Female,26,1
1382,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,Male,42,0
1383,No,Yes,No,No,No,Yes,Yes,No,No,No,No,4,Once a week,Male,55,1
